node1,leak_size
63070,0.47391906548805424
63199,0.47189731113802974
63420,1.4354659138566603
63475,1.491635097700276
63505,2.1198759097990214
61973,1.8477013163546037
62634,0.7114295416835461
52902,0.32854525022361275
64428,0.7382642657823403
64449,1.3090138263148865
55360,2.050590297753857
65214,0.631912191567574
65371,1.3050029337244098
66029,1.0873812783915162
56133,0.760011413767858
63367,1.047957236433592
57372,0.8844926409274326
65642,1.2320044287024121
54758,1.0829130173540387
70795,0.40718765774649673
68079,0.6267147449068763
63776,0.8216592297188683
64655,0.7982482774102079
72197,1.1033468710183465
53167,0.23431626872618017
71978,4.01244685362192
59078,0.560683257413519
61460,3.8945327267553944
59597,1.5991914192505665
53968,1.1036253307561186
64144,0.6369279826420562
69940,0.9838431354137931
61511,0.9994919129581425
70976,1.0176421243309117
72738,1.3167532361664602
72772,0.47817059137395135
73313,0.5030401260626329
74011,0.944170956938947
74217,1.2951372460133794
74863,2.914469889973422
74967,1.2947656801169005
74614,0.6665743835126091
75252,1.4423759497860367
77275,0.3863593818048088
77392,0.41454967251040103
77672,0.40269563898429106
77860,0.6321353756391815
77917,0.41836757372233174
78333,0.34547854556745206
78526,2.4855749731678514
78715,1.066910063805774
78795,1.327902766897545
79326,0.6982228042062302
79396,1.017105756472593
79414,1.477644603812079
79478,0.697817680596914
81030,0.6437215665636853
82225,2.706942602708718
76315,0.8979098195687147
79395,1.4637911434107544
84020,1.3513189050215453
79417,1.332372852984839
72676,0.6150039763508544
89614,0.6666092321640228
90083,0.7137221755168804
76927,1.2562782553870944
88775,0.3349651881083102
84356,0.5801471514528422
91501,0.7277296230891928
91641,0.964921439575349
93060,0.4546035481359198
93453,0.7966401637850956
76156,0.5449661350503198
94577,0.8987525011229343
95704,0.9591447344664297
74712,1.2377923534799689
96398,1.4368202073815661
78822,0.5499931963922958
96754,1.7380088516091035
77200,2.5123416302752535
99553,1.6979945083820613
87612,1.311506430421955
93401,0.6494203379990259
79849,0.7294922709078032
103971,0.42536283461945484
104274,0.45896150070592046
104462,1.019653512136987
104761,1.2450491226561968
104995,1.8771940238145066
95931,0.9300482384756091
86145,0.7939025473313392
99100,0.6064418016012613
106012,0.8166731895441375
106168,0.8966479165889318
106193,9.369957197389105
82667,0.38228411515573824
106626,2.9317392306639576
73832,0.623546579633668
108013,1.7858649434837535
102856,0.4775415902277406
103418,4.590768562251563
87090,0.7917338153386115
106560,0.566743811674514
108781,0.7987533119050605
80576,0.40302903662282064
108936,1.8785677767458369
79605,1.4598468174587123
86635,0.6844343281635468
109227,2.639398842906715
109323,2.6104861369935355
73675,2.7201482334860616
110223,0.9015860377029072
90649,1.4906402729296002
110618,0.4938307026617322
84025,0.8166625810638538
80801,1.121755653217166
106350,2.068198842558346
110794,0.9450302997002802
101256,1.2094525105905218
84371,3.801886136408428
80457,0.9155311254652205
87804,1.192161423486949
76864,0.3109032170165527
90438,0.8974280225954285
76388,1.2811072274791848
111999,1.6559524371927954
81567,1.4757816135084716
111444,1.6850136061634577
109896,0.6734526910800847
97346,2.486974884508096
113441,0.8447575491093173
73929,8.719981729298926
113666,0.3124410305145797
106583,0.6726983357900944
85813,0.6251057980447673
109207,0.9457619831990995
105885,0.704318103417954
73319,0.6427564973767237
107426,1.3365659181619116
94698,1.1069200068717029
75279,1.0446760304677567
105283,0.9521153937033521
106669,1.434016890639479
107128,0.8358978867116023
108504,1.1823847117310275
74582,1.0017470684074383
89756,1.6070764268221236
110607,1.1296005840068402
91601,0.8095403315275638
135846,1.8538780385238032
136518,8.850896019527571
138181,6.6125896402887605
179801,2.916449082969014
180045,0.4793025556950669
72026,1.861825464602288
72253,0.8489942503245687
60867,1.3884224311484958
54374,3.5867189014613086
181156,0.9602462079975771
181291,2.3025155750618045
180984,1.8119057186654612
181589,0.36702459481114885
